2026-02-01 00:00:05 | ERROR | search | Unhandled exception type=ValueError message=unexpected None (env=prod, region=ap-southeast-1, ip=17.27.69.161, request_id=tyjcj90h9zfswx73, trace_id=jdsmnw6y8xds3ot3vizkp9cc, ua="curl/8.4.0")
2026-02-01 22:30:23 | ERROR | db | Data validation error: missing required field field=sku (env=prod, region=eu-west-1, ip=161.42.47.174, request_id=lctfkbyjvc2f2zxr, trace_id=woet0bi2gurpldalu3zq9itl, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 22:30:29 | ERROR | storage | DB timeout while fetching user profile user_id=4841 (env=prod, region=us-east-1, ip=223.128.38.55, request_id=ohmb7fc3a62hvmga, trace_id=saen8sjctl5a836900fkp6yx, ua="curl/8.4.0")
2026-02-01 22:30:32 | ERROR | payments | Payment gateway returned 504 provider=adyen (env=prod, region=us-east-1, ip=9.193.61.57, request_id=x2x6bfdryvr9vn45, trace_id=sl7f07qwruehcgwma2y87orb, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 22:30:53 | ERROR | orders | Service dependency not responding dependency=orders-api (env=prod, region=us-east-1, ip=107.29.121.226, request_id=xuq86sj0y65is8pa, trace_id=d2uyv6r07ka25fzs71q1asxe, ua="curl/8.4.0")
2026-02-01 22:31:04 | ERROR | db | Service dependency not responding dependency=s3 (env=prod, region=eu-west-1, ip=186.133.131.226, request_id=2q2zhm5ckamugbbu, trace_id=e1ksbo1uk6i82c4cdiceg0wq, ua="PostmanRuntime/7.36.0")
2026-02-01 22:31:30 | ERROR | profile | Worker crashed: out of memory rss_mb=8044 (env=staging, region=eu-west-1, ip=115.164.143.68, request_id=fcuqp0ahshs1umhc, trace_id=fp01c7t6vkc4oyu9ririzqqr, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 22:32:18 | ERROR | billing | Data validation error: missing required field field=email (env=prod, region=me-south-1, ip=181.205.150.162, request_id=drovq5j8pqb1lnao, trace_id=uobihgez93ty3la21vsrm058, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 22:32:22 | ERROR | inventory | Unhandled exception type=IOError message=unexpected None (env=staging, region=eu-west-1, ip=102.33.197.253, request_id=387a0a7cebc5mwgc, trace_id=rui64nk5d9m0a5de759ed40v, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 22:32:43 | ERROR | billing | Unhandled exception type=ConnectionError message=permission denied (env=prod, region=us-east-1, ip=240.11.67.193, request_id=0z8nyegncd72rkj6, trace_id=m9gsxxth0vrezscatynetuxe, ua="curl/8.4.0")
2026-02-01 22:32:44 | ERROR | inventory | Worker crashed: out of memory rss_mb=3226 (env=prod, region=me-south-1, ip=158.254.74.106, request_id=mvh40u09muxved8i, trace_id=lnip96t2xysgbzdr4pd7ih3j, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 22:33:05 | ERROR | billing | Upstream service unavailable dependency=redis (env=prod, region=ap-southeast-1, ip=10.136.218.64, request_id=f3ejgjhq3zdjwwvk, trace_id=a2og80cqvxs6e3y6i44s7yt6, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 22:33:10 | ERROR | search | Service dependency not responding dependency=postgres (env=prod, region=ap-southeast-1, ip=214.121.241.140, request_id=fcoc3abi8nnnefs7, trace_id=2949i5u7hz1tp4rq1jojmsdx, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 22:33:15 | ERROR | cdn | DB timeout while fetching user profile user_id=1475 (env=prod, region=ap-southeast-1, ip=142.160.61.180, request_id=8i9y9nang69cl63z, trace_id=r1wz66hit2eefra0s2vup0c5, ua="PostmanRuntime/7.36.0")
2026-02-01 22:33:21 | ERROR | cdn | Upstream service unavailable dependency=search-index (env=prod, region=us-east-1, ip=165.231.68.22, request_id=f2wrw3fmrufltnp1, trace_id=3kiv6w9mwr7b1lijs3ycukio, ua="PostmanRuntime/7.36.0")
2026-02-01 22:33:24 | ERROR | billing | Data validation error: missing required field field=currency (env=prod, region=eu-west-1, ip=75.83.22.173, request_id=6mzqkrmy6shf8ozc, trace_id=866y0wu92mw3jez3x6s0fmfk, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 22:33:29 | ERROR | cache | Service dependency not responding dependency=redis (env=prod, region=me-south-1, ip=45.198.96.11, request_id=1etxia2scv3vf004, trace_id=5dl1vkjd7nbikbnjetd6akaa, ua="curl/8.4.0")
2026-02-01 22:33:34 | ERROR | billing | Unhandled exception type=ConnectionError message=permission denied (env=prod, region=eu-west-1, ip=85.113.149.51, request_id=ad8okztenxbi75ch, trace_id=5pj3v6j5aambzyiaqso9z7en, ua="curl/8.4.0")
2026-02-01 22:33:48 | ERROR | api | Upstream service unavailable dependency=s3 (env=prod, region=us-east-1, ip=130.165.43.135, request_id=wfsocav16oohyj5s, trace_id=4ft6tplr3qd4ulyz24py6fwv, ua="PostmanRuntime/7.36.0")
2026-02-01 22:33:54 | ERROR | analytics | Worker crashed: out of memory rss_mb=7260 (env=staging, region=us-east-1, ip=194.34.198.120, request_id=law1g5nti55pabyi, trace_id=symh66f2kdg69qam9id8yfko, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 22:33:56 | ERROR | search | Payment gateway returned 500 provider=stripe (env=prod, region=me-south-1, ip=16.21.245.118, request_id=71bvpug5udlk2poa, trace_id=ydds0ii4alsmnkw3cmitehcg, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 22:34:03 | ERROR | cache | Upstream service unavailable dependency=cdn-edge (env=prod, region=eu-west-1, ip=153.58.32.186, request_id=rs9pekoy28y3a9er, trace_id=21pm52w0vs8el5lmrlv5tpr7, ua="PostmanRuntime/7.36.0")
2026-02-01 22:34:10 | ERROR | search | Connection refused dependency=search-index (env=prod, region=us-east-1, ip=87.147.13.120, request_id=1dvq1egv4yle7ipf, trace_id=sg2srfo7xyjxdxb4u2sq13qj, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 22:34:18 | ERROR | api | Upstream service unavailable dependency=cdn-edge (env=prod, region=me-south-1, ip=63.188.234.140, request_id=af7fm64g7dld7ks4, trace_id=7hecl1vzg4e8pinyugrqi1zm, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 22:34:24 | ERROR | profile | Write operation failed: storage quota exceeded bucket=prod-backups (env=prod, region=ap-southeast-1, ip=253.2.79.207, request_id=389ivn87bp6c87p8, trace_id=iiq71d9hm8grhmo8l0jr8eiq, ua="PostmanRuntime/7.36.0")
2026-02-01 22:34:46 | ERROR | search | Payment gateway returned 401 provider=adyen (env=prod, region=eu-west-1, ip=251.190.154.4, request_id=sz07et5a4zl79o4d, trace_id=cb5qwzupeqfoz7qqif0joxb7, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 22:34:48 | ERROR | orders | Unhandled exception type=ValueError message=invalid format (env=staging, region=eu-west-1, ip=80.164.114.225, request_id=kxf0mntav1z5l4wx, trace_id=3cw0cfzvfvqx3351kd3f0guw, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 22:34:56 | ERROR | kms | Connection refused dependency=stripe (env=prod, region=ap-southeast-1, ip=30.86.204.202, request_id=q5gow6965rk8s93y, trace_id=z8q3saxtolxee9aog10a55ba, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 22:34:59 | ERROR | inventory | Payment gateway returned 502 provider=paypal (env=prod, region=me-south-1, ip=101.167.148.6, request_id=o6rgj2d7z73agd3d, trace_id=xqsl13j7y51g2rkg23n8qpi0, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 22:35:26 | ERROR | scheduler | Data validation error: missing required field field=amount (env=prod, region=me-south-1, ip=137.168.38.111, request_id=2fud8zby7aag548t, trace_id=iz5zfxd64454fe8drzmq9z6j, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 22:35:34 | ERROR | kms | Worker crashed: out of memory rss_mb=2009 (env=dev, region=ap-southeast-1, ip=174.8.65.130, request_id=ttky6geckfwxd9o1, trace_id=gkjnhnq7tzjr1vmbzgxf76au, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 22:35:46 | ERROR | frontend | Unhandled exception type=IOError message=permission denied (env=dev, region=us-east-1, ip=40.111.81.220, request_id=jk5mg17hgbmmtwxs, trace_id=g6ehxf19moy5s8mpond88lz6, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 22:36:18 | ERROR | kms | Upstream service unavailable dependency=payments-api (env=prod, region=us-east-1, ip=123.112.190.27, request_id=8rr1mtvv4gv25x09, trace_id=a28a2vcpvg4i5ilicqysh2aj, ua="curl/8.4.0")
2026-02-01 22:36:29 | ERROR | billing | Service dependency not responding dependency=email-smtp (env=dev, region=me-south-1, ip=155.132.212.68, request_id=bpyzf7jgwyc3kft0, trace_id=m7owskylrn5y76iicp61onrp, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 22:36:50 | ERROR | cdn | Authentication failed due to invalid token user_id=6162 (env=staging, region=eu-west-1, ip=128.132.147.147, request_id=7vgsh20y92vz7arj, trace_id=pzq7go9tt9gzmu895yfa9s1g, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 22:37:01 | ERROR | email | Upstream service unavailable dependency=orders-api (env=dev, region=eu-west-1, ip=162.81.64.192, request_id=py7p2qd950fx1dt9, trace_id=4s935buiy25ecou6i5oke444, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 22:37:18 | ERROR | search | DB timeout while fetching user profile user_id=8599 (env=prod, region=ap-southeast-1, ip=38.64.100.231, request_id=eieek2zgf0gf7zf7, trace_id=scihejbxagbu6wtm32dv05a5, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 22:37:30 | ERROR | kms | Authentication failed due to invalid token user_id=2747 (env=staging, region=me-south-1, ip=114.232.179.206, request_id=z6mp18gfjmcyk6u3, trace_id=gli9zgqh9jg7lu5hrdff0nn5, ua="curl/8.4.0")
2026-02-01 22:37:44 | ERROR | analytics | Data validation error: missing required field field=sku (env=prod, region=eu-west-1, ip=43.203.48.246, request_id=6l75nn5oeclz9r9z, trace_id=ycw45zbuvrp6cykssejkc1nz, ua="curl/8.4.0")
2026-02-01 22:38:03 | ERROR | api | Unhandled exception type=IOError message=unexpected None (env=staging, region=eu-west-1, ip=202.18.127.58, request_id=zzuuenlo4z9mutd0, trace_id=cb3vkguk6lkupndthv9419kb, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 22:38:28 | ERROR | api | Authentication failed due to invalid token user_id=3183 (env=staging, region=ap-southeast-1, ip=162.248.223.89, request_id=imze1rvkza8usbaa, trace_id=xglgqhvwgaz0c23l6oxzi7jr, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 22:38:31 | ERROR | inventory | Data validation error: missing required field field=email (env=prod, region=eu-west-1, ip=36.27.110.54, request_id=woy38b3uaqmrbeqk, trace_id=ub2vxzk12z4574j2wi22091a, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 22:38:33 | ERROR | auth | Worker crashed: out of memory rss_mb=2834 (env=prod, region=ap-southeast-1, ip=163.154.149.178, request_id=1rre99druvq52yvs, trace_id=jbofdo1wrlbnfjhzjnnyx1fi, ua="curl/8.4.0")
2026-02-01 22:39:06 | ERROR | notifications | Connection refused dependency=orders-api (env=dev, region=us-east-1, ip=39.32.181.80, request_id=m0rsbqdloov6rp92, trace_id=fb97iihptfsa729n5uoa88zt, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 22:39:40 | ERROR | email | Upstream service unavailable dependency=search-index (env=dev, region=us-east-1, ip=92.177.155.82, request_id=mwvuc01v5wct53fy, trace_id=n552h84nash7pwczpzxwo9qs, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 22:40:18 | ERROR | frontend | DB timeout while fetching user profile user_id=1915 (env=staging, region=eu-west-1, ip=96.89.90.237, request_id=fw507prsoz5ck0pw, trace_id=78jaf7op2krvkamt09t0u4qe, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 22:40:22 | ERROR | kms | Upstream service unavailable dependency=search-index (env=prod, region=me-south-1, ip=93.169.253.192, request_id=4umh4vvnophmg9lb, trace_id=o54potonqtkwwnz1kpkkhcf8, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 22:40:40 | ERROR | api | Connection refused dependency=email-smtp (env=staging, region=me-south-1, ip=154.187.186.3, request_id=45ullde15xwrdltu, trace_id=cf4gk0i6swotlm3q472hm19t, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 22:40:43 | ERROR | cdn | Upstream service unavailable dependency=orders-api (env=prod, region=us-east-1, ip=154.132.61.157, request_id=1vbfjh6jfb90yh02, trace_id=xooswaoyoq6kfraprofslg02, ua="PostmanRuntime/7.36.0")
2026-02-01 22:40:44 | ERROR | orders | Authentication failed due to invalid token user_id=8129 (env=prod, region=eu-west-1, ip=189.137.7.50, request_id=nm09xl1yxi3pahu4, trace_id=6u2wwh5wlwtldzp1ucnuly2o, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 22:41:01 | ERROR | search | Write operation failed: storage quota exceeded bucket=prod-backups (env=prod, region=ap-southeast-1, ip=57.221.17.1, request_id=uwytzfotaln1478k, trace_id=h8f3567iljhot2d79bpwxnxq, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 22:41:14 | ERROR | notifications | Authentication failed due to invalid token user_id=1406 (env=prod, region=ap-southeast-1, ip=150.79.141.217, request_id=kdxmjsm630cm6b1a, trace_id=3ofp15wbzudajn4s1ijsog9x, ua="PostmanRuntime/7.36.0")
2026-02-01 22:41:16 | ERROR | kms | Payment gateway returned 400 provider=stripe (env=dev, region=ap-southeast-1, ip=217.42.248.163, request_id=ab6eflxttudn7mn5, trace_id=08l5c2tor7njiinljo1bxr3j, ua="PostmanRuntime/7.36.0")
2026-02-01 22:41:32 | ERROR | notifications | Unhandled exception type=ConnectionError message=permission denied (env=dev, region=ap-southeast-1, ip=4.75.73.127, request_id=vc6slee3solxgzrs, trace_id=mctkesee87qaynwhgypxjdyu, ua="PostmanRuntime/7.36.0")
2026-02-01 22:41:59 | ERROR | orders | Connection refused dependency=s3 (env=prod, region=us-east-1, ip=82.88.180.193, request_id=6np9vr6cwrgtsfoi, trace_id=y2h437e8k0prmuoh9c6gn4wk, ua="curl/8.4.0")
2026-02-01 22:42:02 | ERROR | billing | Service dependency not responding dependency=orders-api (env=staging, region=me-south-1, ip=44.11.176.183, request_id=3utiridjhf00ta9q, trace_id=80wc7z25jnr7u8l9lfm9yd27, ua="curl/8.4.0")
2026-02-01 22:42:16 | ERROR | db | Authentication failed due to invalid token user_id=5318 (env=prod, region=us-east-1, ip=212.178.57.34, request_id=shrami8q4nc87qq2, trace_id=5onwrj8q5u5pjeav5m885086, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 22:42:33 | ERROR | api | Data validation error: missing required field field=token (env=prod, region=eu-west-1, ip=196.76.211.78, request_id=l34f6jxbzexpdyll, trace_id=7rksz61cn0yh1exmoehopkfg, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 22:42:40 | ERROR | inventory | Unhandled exception type=RuntimeError message=index out of range (env=prod, region=us-east-1, ip=23.220.15.234, request_id=ragota7b1dbbdpux, trace_id=uhqchcw3x3y13jb5voqknw3u, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 22:42:55 | ERROR | scheduler | Service dependency not responding dependency=email-smtp (env=staging, region=me-south-1, ip=106.125.234.21, request_id=hipnezgncj8wnxzj, trace_id=sw6yem2buwehf9ic5zlcs8sm, ua="curl/8.4.0")
2026-02-01 22:43:03 | ERROR | auth | Unhandled exception type=PermissionError message=invalid format (env=prod, region=eu-west-1, ip=209.191.225.38, request_id=1wfe203deu2guj2i, trace_id=5i9r1ctfl5z7dhhcurrukre7, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 22:43:06 | ERROR | api | Payment gateway returned 502 provider=adyen (env=prod, region=me-south-1, ip=206.138.155.5, request_id=61l5zk314dzua8mt, trace_id=yh3vrnzb2ga942gtb1i499rq, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 22:43:25 | ERROR | search | Service dependency not responding dependency=stripe (env=prod, region=eu-west-1, ip=15.109.116.86, request_id=9ort0funzy7q85lv, trace_id=0lltkndydjoiv9dtztpjht0o, ua="PostmanRuntime/7.36.0")
2026-02-01 22:43:53 | ERROR | analytics | Service dependency not responding dependency=payments-api (env=prod, region=ap-southeast-1, ip=110.103.84.44, request_id=573e51kmue19rabc, trace_id=1pk56ppy4j6011wdf0szbm15, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 22:44:03 | ERROR | analytics | Data validation error: missing required field field=user_id (env=dev, region=me-south-1, ip=210.232.250.80, request_id=6p0zq7u30fjub3ca, trace_id=6w9ba60jcsyuwooiscxf2ods, ua="PostmanRuntime/7.36.0")
2026-02-01 22:44:09 | ERROR | gateway | Unhandled exception type=RuntimeError message=invalid format (env=prod, region=ap-southeast-1, ip=53.46.70.172, request_id=rsuq7q2vp8eif6x9, trace_id=5qjyumtb9xdxhkqo9qi6i20l, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 22:44:29 | ERROR | cache | Data validation error: missing required field field=amount (env=prod, region=me-south-1, ip=250.250.162.41, request_id=83fzu4l88yar6h94, trace_id=kgct3futiybb88navgidhdb7, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 22:44:36 | ERROR | profile | Authentication failed due to invalid token user_id=6946 (env=prod, region=me-south-1, ip=242.2.226.72, request_id=kzyrg8zhqd1dasmr, trace_id=yfbbjsdm7l0cfn3yf6okr22w, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 22:44:54 | ERROR | api | Upstream service unavailable dependency=email-smtp (env=prod, region=eu-west-1, ip=41.249.74.70, request_id=f6j3a088u8f1rqvu, trace_id=ze9sml0evt9eh82qdo9a4van, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 22:45:02 | ERROR | kms | Service dependency not responding dependency=kms (env=staging, region=ap-southeast-1, ip=184.252.120.134, request_id=xgsuacsdakdnqzic, trace_id=jg0b2maxrqpu3yyxqa8h1ato, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 22:45:05 | ERROR | orders | Connection refused dependency=redis (env=prod, region=us-east-1, ip=27.242.166.92, request_id=fmnqx62d2fq24hw9, trace_id=i9qyefkskwwgk1xdpkercuz6, ua="PostmanRuntime/7.36.0")
2026-02-01 22:45:09 | ERROR | notifications | Service dependency not responding dependency=search-index (env=dev, region=eu-west-1, ip=174.4.94.52, request_id=nf7xrkuqbvg01e48, trace_id=qxn06ky76tu3p6raprnczb6c, ua="PostmanRuntime/7.36.0")
2026-02-01 22:45:25 | ERROR | search | Authentication failed due to invalid token user_id=3790 (env=prod, region=us-east-1, ip=130.211.47.20, request_id=uanbw57v1bedodro, trace_id=15exij9aatmpjm9pmuvzv106, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 22:45:43 | ERROR | orders | Write operation failed: storage quota exceeded bucket=prod-uploads (env=prod, region=ap-southeast-1, ip=248.235.249.152, request_id=wg34egw75jgfocwq, trace_id=t6dzxae7dxe40ahhfqr0349i, ua="curl/8.4.0")
2026-02-01 22:45:52 | ERROR | worker | Write operation failed: storage quota exceeded bucket=prod-uploads (env=prod, region=ap-southeast-1, ip=93.46.34.45, request_id=3d65dayt6g31a74a, trace_id=aft1hnif8qc1m8kkimud1qaw, ua="PostmanRuntime/7.36.0")
2026-02-01 22:45:59 | ERROR | frontend | Data validation error: missing required field field=currency (env=staging, region=us-east-1, ip=165.62.251.149, request_id=mzzwsoqpecpy9e7z, trace_id=pmtnei7dc17m5r29vwudy8bu, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 22:46:01 | ERROR | kms | DB timeout while fetching user profile user_id=5957 (env=prod, region=me-south-1, ip=176.107.220.181, request_id=35qlfrldc7cow2nx, trace_id=gdfz7x9pwdmr1xa2zrjz1opy, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 22:46:20 | ERROR | db | Service dependency not responding dependency=orders-api (env=staging, region=us-east-1, ip=104.219.150.140, request_id=6r7f84j4jyw6ner0, trace_id=h9iwjzevgofmkgcmu6nw7gld, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 22:46:29 | ERROR | frontend | Upstream service unavailable dependency=kms (env=staging, region=ap-southeast-1, ip=145.38.195.100, request_id=tzowj64wkjrpvvyk, trace_id=liffdo7hk74y3af2rd8z3jh8, ua="curl/8.4.0")
2026-02-01 22:46:31 | ERROR | api | Connection refused dependency=redis (env=prod, region=me-south-1, ip=13.175.20.8, request_id=3v2lorepq7tp8qbd, trace_id=g58r23a52aivmkprjlmx1j2t, ua="curl/8.4.0")
2026-02-01 22:46:34 | ERROR | cache | Unhandled exception type=TimeoutError message=permission denied (env=staging, region=ap-southeast-1, ip=164.248.51.231, request_id=frcgzifs1t166nkm, trace_id=p4damqw4ftqcl5wtyvxzmjb4, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 22:46:38 | ERROR | cache | Data validation error: missing required field field=amount (env=prod, region=ap-southeast-1, ip=73.69.69.144, request_id=zj27ec47wha5nbyk, trace_id=3pcw2e9nkepgzxkn1xzwzmls, ua="PostmanRuntime/7.36.0")
2026-02-01 22:46:53 | ERROR | search | Worker crashed: out of memory rss_mb=6028 (env=prod, region=eu-west-1, ip=133.161.59.108, request_id=ra3xmumsu39w2fg4, trace_id=hm955o61pq6ipcwtveh5pm3t, ua="PostmanRuntime/7.36.0")
2026-02-01 22:46:55 | ERROR | cdn | Worker crashed: out of memory rss_mb=1544 (env=dev, region=eu-west-1, ip=28.105.11.75, request_id=5h9tx7fw7pvdp5ad, trace_id=vpj1gnygiai6o4nst5ak0jje, ua="PostmanRuntime/7.36.0")
2026-02-01 22:47:04 | ERROR | cache | Write operation failed: storage quota exceeded bucket=staging-uploads (env=prod, region=me-south-1, ip=85.186.118.210, request_id=mbamwxmsemhdph4h, trace_id=c8cxzned3l4t26lrh1leurzd, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 22:47:23 | ERROR | orders | Unhandled exception type=AuthenticationError message=invalid format (env=prod, region=us-east-1, ip=150.190.18.92, request_id=fvy1pr3lppvv746i, trace_id=n8zmk2e0kpa8ovj71y7dzqb1, ua="PostmanRuntime/7.36.0")
2026-02-01 22:47:25 | ERROR | analytics | Connection refused dependency=cdn-edge (env=prod, region=me-south-1, ip=230.75.118.4, request_id=zp9qnd374xd9l0o0, trace_id=coxt8bhco04u9ocx5riak68x, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 22:47:28 | ERROR | email | Connection refused dependency=cdn-edge (env=staging, region=ap-southeast-1, ip=160.139.67.100, request_id=wfhcqyexc5ocdo2l, trace_id=7vm9t9ukgm235avts0ilkd0w, ua="PostmanRuntime/7.36.0")
2026-02-01 22:48:23 | ERROR | gateway | Data validation error: missing required field field=user_id (env=dev, region=ap-southeast-1, ip=239.181.107.43, request_id=caog5z0ttsuw29ku, trace_id=3vwxokrxpu83aqc0dq9kdqd6, ua="curl/8.4.0")
2026-02-01 22:48:34 | ERROR | payments | DB timeout while fetching user profile user_id=5732 (env=prod, region=eu-west-1, ip=28.207.201.15, request_id=xhof6bdbl3s42psp, trace_id=bzfg0gk3ozd1id252e0gxn4x, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 22:49:52 | ERROR | notifications | Unhandled exception type=RuntimeError message=unexpected None (env=prod, region=ap-southeast-1, ip=26.166.245.20, request_id=1l2oouwoivwz211u, trace_id=2xa4r8i0iew9v8s19bqyfhcg, ua="PostmanRuntime/7.36.0")
2026-02-01 22:50:03 | ERROR | api | Authentication failed due to invalid token user_id=9385 (env=prod, region=eu-west-1, ip=56.40.241.169, request_id=d9e1l8d68o6j731t, trace_id=kp1ci6yxxhl2fm7ed6104t65, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 22:50:09 | ERROR | gateway | Payment gateway returned 503 provider=adyen (env=prod, region=me-south-1, ip=183.165.224.185, request_id=l186tdj4f27jyh42, trace_id=hdb0ipaqhrgnflk3pixjw7wm, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 22:50:10 | ERROR | api | Service dependency not responding dependency=kms (env=staging, region=eu-west-1, ip=102.205.235.192, request_id=7lz65ujuoidj0d30, trace_id=ogioekprhyhdlx33h1vqh19a, ua="curl/8.4.0")
2026-02-01 22:50:21 | ERROR | cache | Service dependency not responding dependency=postgres (env=prod, region=eu-west-1, ip=197.113.216.36, request_id=ovunnj3i95owyo35, trace_id=jet78ber64h06qyhnnuvynp7, ua="curl/8.4.0")
2026-02-01 22:50:27 | ERROR | notifications | DB timeout while fetching user profile user_id=1107 (env=prod, region=eu-west-1, ip=243.159.124.76, request_id=v5bex3df0ruypy6k, trace_id=k7okd7y5h7mkgliga47tqvdn, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 22:50:52 | ERROR | gateway | DB timeout while fetching user profile user_id=6081 (env=prod, region=us-east-1, ip=200.229.55.247, request_id=lk3ug05dfjwsli8s, trace_id=8ntbishuko5iiis0cw6thb06, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 22:51:00 | ERROR | cdn | Data validation error: missing required field field=currency (env=prod, region=us-east-1, ip=210.111.57.23, request_id=ysuqeosv62mag80l, trace_id=serxkv1gb7u6w86or478ga9h, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 22:51:11 | ERROR | auth | Payment gateway returned 503 provider=paypal (env=prod, region=eu-west-1, ip=202.13.57.153, request_id=joxnft2d2ojcehga, trace_id=p7qfys9k7vruv0orj1bwj48e, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 22:51:28 | ERROR | frontend | Unhandled exception type=ConnectionError message=unexpected None (env=prod, region=ap-southeast-1, ip=97.169.142.44, request_id=c2s8yfxmv9xey3nc, trace_id=5ogulqbc9lar1m02qw94ern6, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 22:52:06 | ERROR | gateway | Connection refused dependency=s3 (env=prod, region=ap-southeast-1, ip=125.116.204.42, request_id=kfb7suag7c9y6ukl, trace_id=yqu235icp159snzlatgdmzev, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
